id_municipio,municipio,ano,populacao,densidade,area
3554805,Tremembé,2020,49474.833333333336,258.85333333333335,191.14499999999998
3554805,Tremembé,2021,50323.91666666667,263.3216666666667,191.1195
3554805,Tremembé,2022,51173.0,267.79,191.094
3554904,Três Fronteiras,2010,5427.0,35.45,153.1
3554904,Três Fronteiras,2011,5541.75,36.23583333333334,152.9745
3554904,Três Fronteiras,2012,5656.5,37.02166666666667,152.849
3554904,Três Fronteiras,2013,5771.25,37.807500000000005,152.7235
3554904,Três Fronteiras,2014,5886.0,38.593333333333334,152.59799999999998
3554904,Três Fronteiras,2015,6000.75,39.37916666666667,152.4725
3554904,Três Fronteiras,2016,6115.5,40.165000000000006,152.34699999999998
3554904,Três Fronteiras,2017,6230.25,40.950833333333335,152.2215
3554904,Três Fronteiras,2018,6345.0,41.73666666666667,152.096
3554904,Três Fronteiras,2019,6459.75,42.5225,151.9705
3554904,Três Fronteiras,2020,6574.5,43.30833333333334,151.845
3554904,Três Fronteiras,2021,6689.25,44.094166666666666,151.71949999999998
3554904,Três Fronteiras,2022,6804.0,44.88,151.594
3554953,Tuiuti,2010,5930.0,46.8,126.7
3554953,Tuiuti,2011,6000.666666666667,47.35666666666666,126.70258333333334
3554953,Tuiuti,2012,6071.333333333333,47.91333333333333,126.70516666666667
3554953,Tuiuti,2013,6142.0,48.47,126.70775
3554953,Tuiuti,2014,6212.666666666667,49.026666666666664,126.71033333333334
3554953,Tuiuti,2015,6283.333333333333,49.58333333333333,126.71291666666667
3554953,Tuiuti,2016,6354.0,50.14,126.71549999999999
3554953,Tuiuti,2017,6424.666666666667,50.696666666666665,126.71808333333333
3554953,Tuiuti,2018,6495.333333333333,51.25333333333333,126.72066666666666
3554953,Tuiuti,2019,6566.0,51.809999999999995,126.72325
3554953,Tuiuti,2020,6636.666666666667,52.36666666666666,126.72583333333333
3554953,Tuiuti,2021,6707.333333333333,52.92333333333333,126.72841666666666
3554953,Tuiuti,2022,6778.0,53.48,126.731
3555000,Tupã,2010,63476.0,100.99,628.5
3555000,Tupã,2011,63513.666666666664,101.05749999999999,628.4571666666667
3555000,Tupã,2012,63551.333333333336,101.125,628.4143333333334
3555000,Tupã,2013,63589.0,101.1925,628.3715
3555000,Tupã,2014,63626.666666666664,101.25999999999999,628.3286666666667
3555000,Tupã,2015,63664.333333333336,101.3275,628.2858333333334
3555000,Tupã,2016,63702.0,101.395,628.2429999999999
3555000,Tupã,2017,63739.666666666664,101.46249999999999,628.2001666666666
3555000,Tupã,2018,63777.333333333336,101.53,628.1573333333333
3555000,Tupã,2019,63815.0,101.5975,628.1145
3555000,Tupã,2020,63852.666666666664,101.66499999999999,628.0716666666667
3555000,Tupã,2021,63890.333333333336,101.7325,628.0288333333333
3555000,Tupã,2022,63928.0,101.8,627.986
3555109,Tupi Paulista,2010,14269.0,58.16,245.3
3555109,Tupi Paulista,2011,14401.083333333334,58.710833333333326,245.25583333333336
3555109,Tupi Paulista,2012,14533.166666666666,59.26166666666666,245.21166666666667
3555109,Tupi Paulista,2013,14665.25,59.8125,245.16750000000002
3555109,Tupi Paulista,2014,14797.333333333334,60.36333333333333,245.12333333333333
3555109,Tupi Paulista,2015,14929.416666666666,60.91416666666666,245.07916666666668
3555109,Tupi Paulista,2016,15061.5,61.464999999999996,245.03500000000003
3555109,Tupi Paulista,2017,15193.583333333334,62.01583333333333,244.99083333333334
3555109,Tupi Paulista,2018,15325.666666666666,62.56666666666666,244.9466666666667
3555109,Tupi Paulista,2019,15457.75,63.11749999999999,244.9025
3555109,Tupi Paulista,2020,15589.833333333334,63.66833333333333,244.85833333333335
3555109,Tupi Paulista,2021,15721.916666666666,64.21916666666667,244.81416666666667
3555109,Tupi Paulista,2022,15854.0,64.77,244.77
3555208,Turiúba,2010,1930.0,12.6,153.1
3555208,Turiúba,2011,1920.6666666666667,12.538333333333332,153.11124999999998
3555208,Turiúba,2012,1911.3333333333333,12.476666666666667,153.1225
3555208,Turiúba,2013,1902.0,12.415,153.13375
3555208,Turiúba,2014,1892.6666666666667,12.353333333333333,153.145
3555208,Turiúba,2015,1883.3333333333333,12.291666666666666,153.15625
3555208,Turiúba,2016,1874.0,12.23,153.16750000000002
3555208,Turiúba,2017,1864.6666666666667,12.168333333333333,153.17875
3555208,Turiúba,2018,1855.3333333333333,12.106666666666666,153.19
3555208,Turiúba,2019,1846.0,12.045,153.20125000000002
3555208,Turiúba,2020,1836.6666666666667,11.983333333333333,153.2125
3555208,Turiúba,2021,1827.3333333333333,11.921666666666667,153.22375000000002
3555208,Turiúba,2022,1818.0,11.86,153.235
3555307,Turmalina,2010,1978.0,13.37,147.9
